zipcode,ca_climate_zone,station_id,station_number,isvalid,station_name
91506,9,"BURBANK-GLENDALE_722880",722880,1,"BURBANK-GLENDALE"
91521,9,"BURBANK-GLENDALE_722880",722880,1,"BURBANK-GLENDALE"
91522,9,"BURBANK-GLENDALE_722880",722880,1,"BURBANK-GLENDALE"
91523,9,"BURBANK-GLENDALE_722880",722880,1,"BURBANK-GLENDALE"
91601,9,"BURBANK-GLENDALE_722880",722880,1,"BURBANK-GLENDALE"
91602,9,"BURBANK-GLENDALE_722880",722880,1,"BURBANK-GLENDALE"
91604,9,"BURBANK-GLENDALE_722880",722880,1,"BURBANK-GLENDALE"
91605,9,"BURBANK-GLENDALE_722880",722880,1,"BURBANK-GLENDALE"
91606,9,"BURBANK-GLENDALE_722880",722880,1,"BURBANK-GLENDALE"
91607,9,"BURBANK-GLENDALE_722880",722880,1,"BURBANK-GLENDALE"
91608,9,"BURBANK-GLENDALE_722880",722880,1,"BURBANK-GLENDALE"
91701,10,"CHINO_722899",722899,1,"CHINO"
91701,16,"SANDBERG_723830",723830,1,"SANDBERG"
91702,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
91702,16,"SANDBERG_723830",723830,1,"SANDBERG"
91706,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
91708,10,"CHINO_722899",722899,1,"CHINO"
91709,8,"FULLERTON_722976",722976,1,"FULLERTON"
91709,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
91709,10,"CHINO_722899",722899,1,"CHINO"
91710,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
91710,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
91710,10,"CHINO_722899",722899,1,"CHINO"
91710,10,"CHINO_722899",722899,1,"CHINO"
91711,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
91711,10,"CHINO_722899",722899,1,"CHINO"
91711,16,"SANDBERG_723830",723830,1,"SANDBERG"
91722,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
91723,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
91724,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
91730,10,"CHINO_722899",722899,1,"CHINO"
91731,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
91732,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
91733,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
91737,10,"CHINO_722899",722899,1,"CHINO"
91737,16,"SANDBERG_723830",723830,1,"SANDBERG"
91739,10,"CHINO_722899",722899,1,"CHINO"
91740,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
91741,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
91741,16,"SANDBERG_723830",723830,1,"SANDBERG"
91744,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
91745,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
91746,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
91748,8,"FULLERTON_722976",722976,1,"FULLERTON"
91748,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
91750,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
91750,16,"SANDBERG_723830",723830,1,"SANDBERG"
91752,10,"CHINO_722899",722899,1,"CHINO"
91754,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
91755,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
91759,10,"CHINO_722899",722899,1,"CHINO"
91759,16,"SANDBERG_723830",723830,1,"SANDBERG"
91761,10,"CHINO_722899",722899,1,"CHINO"
91762,10,"CHINO_722899",722899,1,"CHINO"
91763,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
91763,10,"CHINO_722899",722899,1,"CHINO"
91764,10,"CHINO_722899",722899,1,"CHINO"
91765,8,"FULLERTON_722976",722976,1,"FULLERTON"
91765,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
91765,10,"CHINO_722899",722899,1,"CHINO"
91766,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
91766,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
91766,10,"CHINO_722899",722899,1,"CHINO"
91766,10,"CHINO_722899",722899,1,"CHINO"
91767,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
91767,10,"CHINO_722899",722899,1,"CHINO"
91768,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
91770,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
91773,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
91773,16,"SANDBERG_723830",723830,1,"SANDBERG"
91775,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
91776,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
91780,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
91784,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
91784,10,"CHINO_722899",722899,1,"CHINO"
91784,16,"SANDBERG_723830",723830,1,"SANDBERG"
91786,10,"CHINO_722899",722899,1,"CHINO"
91786,10,"CHINO_722899",722899,1,"CHINO"
91789,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
91790,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
91791,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
91792,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
91801,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
91803,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
91901,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
91901,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
91902,7,"IMPERIAL-BEACH_722909",722909,1,"IMPERIAL-BEACH"
91902,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
91905,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
91905,15,"EL-CENTRO_722810",722810,1,"EL-CENTRO"
91906,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
91906,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
91910,7,"IMPERIAL-BEACH_722909",722909,1,"IMPERIAL-BEACH"
91911,7,"IMPERIAL-BEACH_722909",722909,1,"IMPERIAL-BEACH"
91913,7,"IMPERIAL-BEACH_722909",722909,1,"IMPERIAL-BEACH"
91913,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
91914,7,"SAN-DIEGO-GILLESPIE_722907",722907,1,"SAN-DIEGO-GILLESPIE"
91914,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
91915,7,"IMPERIAL-BEACH_722909",722909,1,"IMPERIAL-BEACH"
91915,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
91916,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
91917,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
91917,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
91932,7,"IMPERIAL-BEACH_722909",722909,1,"IMPERIAL-BEACH"
91934,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
91934,15,"EL-CENTRO_722810",722810,1,"EL-CENTRO"
91935,7,"SAN-DIEGO-GILLESPIE_722907",722907,1,"SAN-DIEGO-GILLESPIE"
91935,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
91935,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
91941,7,"SAN-DIEGO-GILLESPIE_722907",722907,1,"SAN-DIEGO-GILLESPIE"
91941,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
91942,7,"SAN-DIEGO-GILLESPIE_722907",722907,1,"SAN-DIEGO-GILLESPIE"
91942,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
91945,7,"SAN-DIEGO-GILLESPIE_722907",722907,1,"SAN-DIEGO-GILLESPIE"
91950,7,"SAN-DIEGO-LINDBERGH_722900",722900,1,"SAN-DIEGO-LINDBERGH"
91962,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
91963,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
91963,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
91977,7,"SAN-DIEGO-GILLESPIE_722907",722907,1,"SAN-DIEGO-GILLESPIE"
91977,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
91978,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
91980,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
91980,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
92003,7,"CARLSBAD_722927",722927,1,"CARLSBAD"
92003,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92004,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
92004,15,"PALM-SPRINGS-THERMAL_747187",747187,1,"PALM-SPRINGS-THERMAL"
92007,7,"CARLSBAD_722927",722927,1,"CARLSBAD"
92008,7,"CARLSBAD_722927",722927,1,"CARLSBAD"
92009,7,"CARLSBAD_722927",722927,1,"CARLSBAD"
92010,7,"CARLSBAD_722927",722927,1,"CARLSBAD"
92011,7,"CARLSBAD_722927",722927,1,"CARLSBAD"
92014,7,"CARLSBAD_722927",722927,1,"CARLSBAD"
92019,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92020,7,"SAN-DIEGO-GILLESPIE_722907",722907,1,"SAN-DIEGO-GILLESPIE"
92020,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92021,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92021,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
92024,7,"CARLSBAD_722927",722927,1,"CARLSBAD"
92024,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92025,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92026,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92027,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92028,7,"CARLSBAD_722927",722927,1,"CARLSBAD"
92028,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92028,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92028,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92029,7,"CARLSBAD_722927",722927,1,"CARLSBAD"
92029,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92036,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
92036,15,"EL-CENTRO_722810",722810,1,"EL-CENTRO"
92037,7,"SAN-DIEGO-MONTGOMER_722903",722903,1,"SAN-DIEGO-MONTGOMER"
92040,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92040,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
92054,7,"CARLSBAD_722927",722927,1,"CARLSBAD"
92055,7,"CARLSBAD_722927",722927,1,"CARLSBAD"
92055,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92055,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92056,7,"CARLSBAD_722927",722927,1,"CARLSBAD"
92057,7,"CARLSBAD_722927",722927,1,"CARLSBAD"
92057,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92058,7,"CARLSBAD_722927",722927,1,"CARLSBAD"
92059,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92059,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
92061,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92061,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
92064,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92065,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92065,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
92066,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
92066,15,"PALM-SPRINGS-THERMAL_747187",747187,1,"PALM-SPRINGS-THERMAL"
92067,7,"CARLSBAD_722927",722927,1,"CARLSBAD"
92067,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92069,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92070,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92070,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
92071,7,"SAN-DIEGO-GILLESPIE_722907",722907,1,"SAN-DIEGO-GILLESPIE"
92071,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92075,7,"CARLSBAD_722927",722927,1,"CARLSBAD"
92078,7,"CARLSBAD_722927",722927,1,"CARLSBAD"
92078,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92081,7,"CARLSBAD_722927",722927,1,"CARLSBAD"
92081,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92082,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92082,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
92083,7,"CARLSBAD_722927",722927,1,"CARLSBAD"
92083,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92084,7,"CARLSBAD_722927",722927,1,"CARLSBAD"
92084,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92086,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
92086,15,"PALM-SPRINGS-THERMAL_747187",747187,1,"PALM-SPRINGS-THERMAL"
92091,7,"CARLSBAD_722927",722927,1,"CARLSBAD"
92091,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92096,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92101,7,"SAN-DIEGO-LINDBERGH_722900",722900,1,"SAN-DIEGO-LINDBERGH"
92102,7,"SAN-DIEGO-LINDBERGH_722900",722900,1,"SAN-DIEGO-LINDBERGH"
92103,7,"SAN-DIEGO-LINDBERGH_722900",722900,1,"SAN-DIEGO-LINDBERGH"
92104,7,"SAN-DIEGO-LINDBERGH_722900",722900,1,"SAN-DIEGO-LINDBERGH"
92105,7,"SAN-DIEGO-LINDBERGH_722900",722900,1,"SAN-DIEGO-LINDBERGH"
92106,7,"SAN-DIEGO-NORTH-IS_722906",722906,1,"SAN-DIEGO-NORTH-IS"
92107,7,"SAN-DIEGO-NORTH-IS_722906",722906,1,"SAN-DIEGO-NORTH-IS"
92108,7,"SAN-DIEGO-MONTGOMER_722903",722903,1,"SAN-DIEGO-MONTGOMER"
92109,7,"SAN-DIEGO-LINDBERGH_722900",722900,1,"SAN-DIEGO-LINDBERGH"
92110,7,"SAN-DIEGO-LINDBERGH_722900",722900,1,"SAN-DIEGO-LINDBERGH"
92111,7,"SAN-DIEGO-MONTGOMER_722903",722903,1,"SAN-DIEGO-MONTGOMER"
92113,7,"SAN-DIEGO-LINDBERGH_722900",722900,1,"SAN-DIEGO-LINDBERGH"
92114,7,"SAN-DIEGO-LINDBERGH_722900",722900,1,"SAN-DIEGO-LINDBERGH"
92115,7,"SAN-DIEGO-MONTGOMER_722903",722903,1,"SAN-DIEGO-MONTGOMER"
92116,7,"SAN-DIEGO-LINDBERGH_722900",722900,1,"SAN-DIEGO-LINDBERGH"
92117,7,"SAN-DIEGO-MONTGOMER_722903",722903,1,"SAN-DIEGO-MONTGOMER"
92118,7,"SAN-DIEGO-NORTH-IS_722906",722906,1,"SAN-DIEGO-NORTH-IS"
92119,7,"SAN-DIEGO-GILLESPIE_722907",722907,1,"SAN-DIEGO-GILLESPIE"
92119,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92120,7,"SAN-DIEGO-MONTGOMER_722903",722903,1,"SAN-DIEGO-MONTGOMER"
92120,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92121,7,"SAN-DIEGO-MONTGOMER_722903",722903,1,"SAN-DIEGO-MONTGOMER"
92122,7,"SAN-DIEGO-MONTGOMER_722903",722903,1,"SAN-DIEGO-MONTGOMER"
92123,7,"SAN-DIEGO-MONTGOMER_722903",722903,1,"SAN-DIEGO-MONTGOMER"
92124,7,"SAN-DIEGO-MONTGOMER_722903",722903,1,"SAN-DIEGO-MONTGOMER"
92124,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92126,7,"SAN-DIEGO-MONTGOMER_722903",722903,1,"SAN-DIEGO-MONTGOMER"
92127,7,"CARLSBAD_722927",722927,1,"CARLSBAD"
92127,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92128,7,"SAN-DIEGO-MONTGOMER_722903",722903,1,"SAN-DIEGO-MONTGOMER"
92128,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92129,7,"SAN-DIEGO-MONTGOMER_722903",722903,1,"SAN-DIEGO-MONTGOMER"
92129,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92130,7,"SAN-DIEGO-MONTGOMER_722903",722903,1,"SAN-DIEGO-MONTGOMER"
92131,7,"SAN-DIEGO-MONTGOMER_722903",722903,1,"SAN-DIEGO-MONTGOMER"
92131,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92133,7,"SAN-DIEGO-NORTH-IS_722906",722906,1,"SAN-DIEGO-NORTH-IS"
92134,7,"SAN-DIEGO-LINDBERGH_722900",722900,1,"SAN-DIEGO-LINDBERGH"
92135,7,"SAN-DIEGO-NORTH-IS_722906",722906,1,"SAN-DIEGO-NORTH-IS"
92136,7,"SAN-DIEGO-LINDBERGH_722900",722900,1,"SAN-DIEGO-LINDBERGH"
92139,7,"SAN-DIEGO-LINDBERGH_722900",722900,1,"SAN-DIEGO-LINDBERGH"
92140,7,"SAN-DIEGO-LINDBERGH_722900",722900,1,"SAN-DIEGO-LINDBERGH"
92145,7,"SAN-DIEGO-MONTGOMER_722903",722903,1,"SAN-DIEGO-MONTGOMER"
92145,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92152,7,"SAN-DIEGO-NORTH-IS_722906",722906,1,"SAN-DIEGO-NORTH-IS"
92154,7,"IMPERIAL-BEACH_722909",722909,1,"IMPERIAL-BEACH"
92154,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92155,7,"SAN-DIEGO-NORTH-IS_722906",722906,1,"SAN-DIEGO-NORTH-IS"
92173,7,"IMPERIAL-BEACH_722909",722909,1,"IMPERIAL-BEACH"
92182,7,"SAN-DIEGO-MONTGOMER_722903",722903,1,"SAN-DIEGO-MONTGOMER"
92201,15,"PALM-SPRINGS-THERMAL_747187",747187,1,"PALM-SPRINGS-THERMAL"
92203,15,"PALM-SPRINGS-THERMAL_747187",747187,1,"PALM-SPRINGS-THERMAL"
92210,15,"PALM-SPRINGS-THERMAL_747187",747187,1,"PALM-SPRINGS-THERMAL"
92211,15,"PALM-SPRINGS-INTL_722868",722868,1,"PALM-SPRINGS-INTL"
92220,10,"RIVERSIDE-MARCH-AFB_722860",722860,1,"RIVERSIDE-MARCH-AFB"
92220,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
92220,15,"PALM-SPRINGS-INTL_722868",722868,1,"PALM-SPRINGS-INTL"
92220,16,"SANDBERG_723830",723830,1,"SANDBERG"
92223,10,"RIVERSIDE-MARCH-AFB_722860",722860,1,"RIVERSIDE-MARCH-AFB"
92223,16,"SANDBERG_723830",723830,1,"SANDBERG"
92225,15,"BLYTHE-RIVERSIDE-CO_747188",747188,1,"BLYTHE-RIVERSIDE-CO"
92227,15,"IMPERIAL_747185",747185,1,"IMPERIAL"
92230,15,"PALM-SPRINGS-INTL_722868",722868,1,"PALM-SPRINGS-INTL"
92230,16,"SANDBERG_723830",723830,1,"SANDBERG"
92231,15,"IMPERIAL_747185",747185,1,"IMPERIAL"
92233,15,"IMPERIAL_747185",747185,1,"IMPERIAL"
92234,15,"PALM-SPRINGS-INTL_722868",722868,1,"PALM-SPRINGS-INTL"
92236,15,"PALM-SPRINGS-THERMAL_747187",747187,1,"PALM-SPRINGS-THERMAL"
92239,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
92239,15,"BLYTHE-RIVERSIDE-CO_747188",747188,1,"BLYTHE-RIVERSIDE-CO"
92240,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
92240,15,"PALM-SPRINGS-INTL_722868",722868,1,"PALM-SPRINGS-INTL"
92241,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
92241,15,"PALM-SPRINGS-INTL_722868",722868,1,"PALM-SPRINGS-INTL"
92242,15,"BLYTHE-RIVERSIDE-CO_747188",747188,1,"BLYTHE-RIVERSIDE-CO"
92243,15,"IMPERIAL_747185",747185,1,"IMPERIAL"
92249,15,"IMPERIAL_747185",747185,1,"IMPERIAL"
92250,15,"IMPERIAL_747185",747185,1,"IMPERIAL"
92251,15,"EL-CENTRO_722810",722810,1,"EL-CENTRO"
92252,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
92253,15,"PALM-SPRINGS-THERMAL_747187",747187,1,"PALM-SPRINGS-THERMAL"
92254,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
92254,15,"PALM-SPRINGS-THERMAL_747187",747187,1,"PALM-SPRINGS-THERMAL"
92256,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
92256,15,"PALM-SPRINGS-INTL_722868",722868,1,"PALM-SPRINGS-INTL"
92256,16,"SANDBERG_723830",723830,1,"SANDBERG"
92257,15,"IMPERIAL_747185",747185,1,"IMPERIAL"
92259,15,"EL-CENTRO_722810",722810,1,"EL-CENTRO"
92260,15,"PALM-SPRINGS-INTL_722868",722868,1,"PALM-SPRINGS-INTL"
92260,16,"SANDBERG_723830",723830,1,"SANDBERG"
92262,15,"PALM-SPRINGS-INTL_722868",722868,1,"PALM-SPRINGS-INTL"
92264,15,"PALM-SPRINGS-INTL_722868",722868,1,"PALM-SPRINGS-INTL"
92264,16,"SANDBERG_723830",723830,1,"SANDBERG"
92267,15,"NEEDLES_723805",723805,1,"NEEDLES"
92270,15,"PALM-SPRINGS-INTL_722868",722868,1,"PALM-SPRINGS-INTL"
92274,15,"PALM-SPRINGS-THERMAL_747187",747187,1,"PALM-SPRINGS-THERMAL"
92274,15,"PALM-SPRINGS-THERMAL_747187",747187,1,"PALM-SPRINGS-THERMAL"
92276,15,"PALM-SPRINGS-INTL_722868",722868,1,"PALM-SPRINGS-INTL"
92277,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
92277,15,"PALM-SPRINGS-THERMAL_747187",747187,1,"PALM-SPRINGS-THERMAL"
92278,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
92278,15,"PALM-SPRINGS-INTL_722868",722868,1,"PALM-SPRINGS-INTL"
92280,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
92280,15,"BLYTHE-RIVERSIDE-CO_747188",747188,1,"BLYTHE-RIVERSIDE-CO"
92281,15,"IMPERIAL_747185",747185,1,"IMPERIAL"
92282,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
92282,15,"PALM-SPRINGS-INTL_722868",722868,1,"PALM-SPRINGS-INTL"
92282,16,"SANDBERG_723830",723830,1,"SANDBERG"
92283,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
92283,15,"IMPERIAL_747185",747185,1,"IMPERIAL"
92284,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
92285,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
92285,16,"SANDBERG_723830",723830,1,"SANDBERG"
92301,14,"EDWARDS-AFB_723810",723810,1,"EDWARDS-AFB"
92304,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
92304,15,"NEEDLES_723805",723805,1,"NEEDLES"
92305,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
92305,16,"SANDBERG_723830",723830,1,"SANDBERG"
92307,14,"DAGGETT-BARSTOW_723815",723815,1,"DAGGETT-BARSTOW"
92308,14,"DAGGETT-BARSTOW_723815",723815,1,"DAGGETT-BARSTOW"
92308,16,"SANDBERG_723830",723830,1,"SANDBERG"
92309,14,"DAGGETT-BARSTOW_723815",723815,1,"DAGGETT-BARSTOW"
92310,14,"DAGGETT-BARSTOW_723815",723815,1,"DAGGETT-BARSTOW"
92311,14,"DAGGETT-BARSTOW_723815",723815,1,"DAGGETT-BARSTOW"
92313,10,"RIVERSIDE_722869",722869,1,"RIVERSIDE"
92314,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
92314,16,"SANDBERG_723830",723830,1,"SANDBERG"
92315,16,"SANDBERG_723830",723830,1,"SANDBERG"
92316,10,"RIVERSIDE_722869",722869,1,"RIVERSIDE"
92317,16,"SANDBERG_723830",723830,1,"SANDBERG"
92320,10,"RIVERSIDE-MARCH-AFB_722860",722860,1,"RIVERSIDE-MARCH-AFB"
92321,16,"SANDBERG_723830",723830,1,"SANDBERG"
92322,16,"SANDBERG_723830",723830,1,"SANDBERG"
92324,10,"RIVERSIDE-MARCH-AFB_722860",722860,1,"RIVERSIDE-MARCH-AFB"
92324,10,"RIVERSIDE-MARCH-AFB_722860",722860,1,"RIVERSIDE-MARCH-AFB"
92325,16,"SANDBERG_723830",723830,1,"SANDBERG"
